uniprot_acc	content_fraction	content_count	length	start	end
Q12888	0.034	68	1972	360	368
A4YGX6	0.035	13	370	358	370
Q6CXF3	0.08	35	439	359	381
P13633	0.053	33	621	359	391
Q5JE34	0.159	62	391	57	75
P51610	0.03	61	2035	360	400
P17955	0.112	59	525	361	419
Q8BX09	0.03	16	538	361	366
P03367	0.01	15	1447	361	367
Q9FPQ6	0.014	8	555	361	368
P40460	0.051	35	691	338	348
J9VRX9	0.024	9	371	361	369
O25386	0.014	5	362	358	362
B5VE90	0.019	8	425	362	369
Q6N1K8	0.026	10	388	361	370
B0BN93	0.061	23	376	354	376
P83949	0.069	27	389	239	244
Q14444	0.028	20	709	363	382
Q9I5E3	0.045	17	375	359	375
Q13131	0.061	34	559	347	358
R4MP31	0.025	23	908	363	385
P22607	0.048	39	806	361	399
Q6UY69	0.019	13	695	358	370
Q08209	0.081	42	521	355	372
P17210	0.103	100	975	343	367
P30680	0.016	6	369	364	369
Q6GMV2	0.022	9	418	364	372
Q6C7X4	0.035	13	375	363	375
Q96EP0	0.015	16	1072	364	379
P04329	0.039	16	407	364	379
Q9UBB5	0.061	25	411	364	388
P59846	0.085	34	400	358	365
O00506	0.07	30	426	365	369
Q5SIM6	0.032	12	377	365	376
Q53554	0.037	14	377	364	377
C6KSZ2	0.139	60	432	366	425
Q9Y6I3	0.009	5	576	366	370
P26091	0.018	9	498	366	374
Q96ZM7	0.037	14	378	365	378
P58192	0.102	40	392	56	67
B8YB54	0.101	40	395	63	69
Q8WWW0	0.115	48	418	366	413
Q91349	0.088	48	547	367	371
Q5Q157	0.018	9	499	367	375
P79762	0.037	16	437	367	382
P0A9A6	0.044	17	383	367	383
A6T9C8	0.045	24	528	365	388
Q3K9A1	0.039	15	381	363	377
P05120	0.034	14	415	367	380
B9AGF7	0.027	10	377	368	377
Q9VI04	0.06	23	386	364	386
E1BHJ5	0.023	20	887	368	387
P23647	0.025	20	805	368	387
Q92620	0.024	30	1227	368	397
Q9NPC2	0.016	6	374	369	374
Q9UNM6	0.053	20	376	357	376
X2G898	0.013	9	685	369	377
E1C7U0	0.077	29	379	11	30
Q8C351	0.034	13	381	369	381
Q9XBQ8	0.103	43	416	369	411
P80148	0.024	9	377	364	372
Q9UER7	0.065	48	740	345	349
P25724	0.05	20	401	365	384
Q5EBH1	0.094	39	413	370	408
I7LT74	0.048	21	434	371	379
Q13137	0.081	36	446	371	381
O14490	0.014	14	977	371	384
Q62915	0.026	24	909	371	394
Q5QGH9	0.016	17	1060	372	379
Q9HC77	0.011	15	1338	372	386
Q02892	0.09	58	647	373	382
Q9CZU6	0.011	5	464	373	377
Q6CQN5	0.138	68	491	373	377
Q9DBG6	0.013	8	631	373	380
F8VQ75	0.022	38	1749	371	389
Q1T724	0.058	27	465	372	398
P52732	0.024	25	1056	367	391
Q14449	0.069	37	540	373	409
P16298	0.034	18	524	372	387
P21553	0.036	14	385	372	385
F6SSG7	0.11	46	419	374	419
Q72KB4	0.041	40	978	336	375
Q51693	0.036	19	528	375	379
O88339	0.012	7	575	375	381
P51577	0.026	10	388	375	384
Q56063	0.051	20	389	370	389
Q13188	0.159	78	491	376	399
Q9HAW0	0.086	36	419	372	407
P38968	0.056	71	1273	373	386
P16444	0.024	10	411	376	385
Q9NR82	0.044	41	932	365	387
Q6PCT9	0.075	29	389	361	389
O15169	0.029	25	862	377	401
Q5ZY78	0.072	29	405	377	405
Q02294	0.013	31	2336	377	407
P09087	0.037	18	493	378	383
P03211	0.064	41	641	378	385
Q8N205	0.067	27	404	378	404
P48552	0.021	24	1158	378	390
P20781	0.038	19	496	379	383
Q17RY0	0.021	15	729	379	393
Q9X2A1	0.076	31	409	379	409
B2RH54	0.063	24	383	360	383
Q99638	0.02	8	391	380	387
Q8TB24	0.024	24	985	380	390
Q6ZN18	0.174	90	517	379	404
Q6UX04	0.104	49	472	378	426
Q9TY14	0.074	33	445	380	412
E7F4N7	0.02	8	398	381	388
J3K8M7	0.024	13	550	381	393
P05543	0.084	35	415	381	415
I6Y9Q3	0.053	21	393	27	33
Q9NSD9	0.025	15	589	382	396
P13473	0.051	21	410	379	399
P49407	0.033	14	418	383	396
O15504	0.102	43	423	381	423
Q8K209	0.013	9	687	383	391
Q8R2X8	0.052	21	403	383	403
Q8SKU2	0.049	26	534	383	408
Q02208	0.03	23	771	384	384
O95644	0.007	7	943	384	390
P70671	0.021	9	419	382	390
Q9Y4P1	0.025	10	393	384	393
Q8CF89	0.044	22	502	384	395
P01042	0.02	13	644	381	385
Q8T6T2	0.048	19	400	1	3
P53634	0.179	83	463	353	358
Q9H4H8	0.032	19	585	385	394
O42773	0.028	18	639	384	401
P36941	0.055	24	435	385	408
Q59109	0.074	31	418	384	414
Q15750	0.046	23	504	386	399
P49137	0.087	35	400	42	46
P01011	0.09	38	423	386	423
Q08874	0.158	83	526	312	341
Q64536	0.059	24	407	381	404
Q09906	0.052	22	426	386	407
P15919	0.025	26	1040	385	410
Q92806	0.018	7	393	387	393
A8W891	0.011	6	548	388	393
Q63511	0.015	6	393	388	393
Q04062	0.084	33	393	361	393
Q9Y3Y4	0.067	28	419	333	339
Q86UE4	0.031	18	582	388	405
B7NYS1	0.069	38	552	387	424
P33767	0.079	34	430	387	420
Q04756	0.015	10	655	389	398
A0A2P1E3C0	0.087	48	550	339	345
Q9H095	0.072	32	443	389	420
Q7K5N4	0.047	22	471	383	404
P36383	0.018	7	396	390	396
P04585	0.068	98	1435	180	188
Q70622	0.036	18	500	390	407
Q69YH5	0.044	45	1023	390	423
Q9NZN8	0.206	111	540	350	363
O67181	0.018	7	396	390	396
Q9BVS4	0.024	13	552	391	403
G0KQM4	0.029	16	550	391	406
P40087	0.072	31	428	391	407
Q8L3C7	0.136	95	701	391	453
O35066	0.031	25	796	378	402
Q14186	0.059	24	410	252	256
A0A0A7HR51	0.079	43	547	10	14
F1LMZ8	0.078	33	422	390	422
P09938	0.018	7	399	393	399
O54857	0.027	11	403	393	403
O55000	0.038	33	872	393	425
Q96PU5	0.074	72	975	389	418
Q2YD98	0.038	27	709	394	420
Q9BS26	0.047	19	406	381	387
A0A2R2JFH4	0.032	13	410	395	407
Q16665	0.11	91	826	395	413
Q96JP0	0.021	13	617	391	403
A0A2R2JFH9	0.029	12	410	396	407
A0A024E2M1	0.034	19	560	396	414
Q74084	0.039	20	512	396	415
Q9NVM9	0.031	22	706	396	417
S4V1Z7	0.066	37	560	396	432
Q7VTJ9	0.013	6	445	397	402
Q91YD9	0.128	64	501	397	418
P12581	0.068	38	561	396	433
Q9H3D4	0.107	73	680	397	454
H2KYQ5	0.082	35	429	394	428
A0A218MY65	0.064	36	560	396	431
Q6VMK1	0.078	44	562	19	23
K9ZTJ6	0.088	47	535	398	437
Q6GYW3	0.032	18	560	396	413
Q701T7	0.027	15	560	399	413
A0A059T4A1	0.094	53	561	18	30
Q6DQ18	0.084	47	559	386	432
Q8NC44	0.017	9	543	400	408
P32241	0.02	9	457	400	408
P18508	0.021	10	466	400	409
C7C6F1	0.018	10	563	400	409
Q9P8C9	0.076	33	437	401	433
A0A097PHH8	0.082	46	560	348	353
C3W5S1	0.087	49	566	18	29
A0A2I7YV20	0.066	37	564	400	436
C5MVT7	0.064	36	566	400	435
P26562	0.087	49	566	18	23
E2QR97	0.085	37	437	401	437
P32591	0.245	202	825	398	449
P15682	0.054	27	498	402	428
G8XKZ6	0.062	31	498	402	432
O60502	0.06	55	916	402	407
C4RUF0	0.016	9	566	402	410
H6QM93	0.082	46	564	19	22
A0A0K1LUI9	0.068	38	560	395	432
Q7JXA8	0.089	37	418	64	84
Q8A9M2	0.062	27	438	402	428
P03456	0.074	42	565	400	441
C7RWD9	0.124	70	566	394	463
P45574	0.082	36	437	402	437
Q2IBI1	0.009	5	565	403	407
M4YV75	0.03	17	560	398	414
A0A0K2H973	0.039	18	467	403	415
F2NZB4	0.018	10	549	403	412
A0QNL1	0.029	13	449	403	415
Q06324	0.047	23	491	403	425
P18875	0.062	35	566	403	437
O14936	0.049	45	926	403	447
Q9JGP1	0.005	5	961	404	408
A0A0N9RDU4	0.011	6	566	404	409
Q9BY67	0.016	7	442	404	410
P87671	0.016	11	676	404	414
Q8WWL2	0.024	17	714	404	420
A0A067YZ73	0.044	25	566	404	423
P49686	0.063	27	430	404	430
Q82500	0.064	36	566	402	437
Q13501	0.134	59	440	126	134
Q08011	0.064	36	565	402	437
A0A2U5FPI7	0.06	34	566	405	438
B4UPH9	0.014	8	566	402	409
C3PR70	0.016	9	566	402	410
R9XUW5	0.065	37	566	402	438
Q03790	0.017	8	475	405	412
Q5MJE8	0.014	10	708	405	414
D3ZCE5	0.022	15	678	405	419
O70589	0.062	57	926	405	454
C4YFI3	0.031	19	609	404	422
P24740	0.019	27	1428	405	422
Q8QT89	0.067	38	566	18	21
P20236	0.022	11	493	396	406
G1JUF7	0.02	11	563	400	410
Q9FN03	0.016	7	440	406	412
Q0MQR4	0.014	14	976	406	419
P03436	0.064	36	566	403	438
O60271	0.045	59	1321	406	464
P18272	0.043	32	739	390	408
E9BR69	0.012	5	411	407	411
P41355	0.015	9	609	407	415
Q9YKD7	0.015	9	609	407	415
Q1HVF7	0.017	11	641	407	417
Q3KSS4	0.027	17	641	407	417
A0A067YZV9	0.067	38	566	17	21
Q01560	0.012	5	414	408	412
Q9H9L4	0.018	9	492	408	416
Q60780	0.043	18	421	403	420
Q06103	0.065	28	429	397	424
Q8N5J2	0.041	19	469	408	426
Q62940	0.053	47	887	408	433
Q03252	0.011	7	620	409	415
A7UXZ0	0.022	9	417	409	417
Q6J0Q2	0.042	24	568	407	425
A0A348FV55	0.026	15	570	409	423
P22723	0.032	15	474	409	423
G2Q6R7	0.049	22	445	403	424
P11362	0.027	22	822	409	430
P54787	0.093	42	451	410	451
O41931	0.024	10	418	409	418
A5TYW8	0.055	25	454	410	425
Q14209	0.041	18	437	410	427
P53847	0.012	9	754	411	419
A1SR00	0.031	13	421	409	421
L0L3X3	0.026	15	570	410	424
Q9H6T3	0.044	29	665	410	424
B3RXX2	0.038	18	479	411	428
Q9GZT9	0.016	7	426	412	418
Q5EG65	0.014	12	829	412	423
P26663	0.011	32	3010	412	423
Q12377	0.069	30	434	405	434
B0BXR4	0.045	46	1024	412	434
O54715	0.089	41	463	412	452
Q8BJS4	0.096	70	731	410	479
Q8JGS1	0.013	16	1263	413	428
P78314	0.023	13	561	413	425
A0A4V8H014	0.055	24	438	405	428
L9KL62	0.042	18	432	413	427
Q96HX7	0.021	9	422	414	422
P0ABH7	0.066	28	427	27	31
P19148	0.062	27	439	400	407
Q8YJJ9	0.017	7	421	415	421
P18592	0.031	14	447	415	421
G0Z733	0.102	93	908	415	453
Q1KHK7	0.032	18	565	408	420
Q6DQ33	0.094	53	565	17	31
Q6J8F6	0.067	37	551	17	21
Q8QPL1	0.011	6	568	416	421
Q08999	0.006	7	1139	416	422
O14879	0.055	27	490	416	436
G1SUC8	0.052	24	462	416	439
Q9BU19	0.052	27	519	416	442
P39935	0.044	42	952	417	427
O14641	0.043	32	736	416	447
Q9ESN9	0.044	59	1337	417	475
Q5NIJ6	0.019	8	424	417	424
Q96HA1	0.008	10	1249	418	427
Q2CEE3	0.067	30	447	418	447
H8EVV4	0.03	13	428	416	428
F0V1E1	0.021	9	433	417	425
Q8N3F8	0.016	14	863	419	432
P04629	0.065	52	796	278	296
A3DQM7	0.057	33	584	351	358
P03460	0.06	35	584	418	452
P0C1C6	0.058	26	448	419	444
D1FK67	0.087	79	908	417	451
P20333	0.02	9	461	420	428
Q9Y7R3	0.097	72	742	420	428
Q8C863	0.013	11	864	420	430
Q93SQ3	0.024	11	453	420	430
Q51451	0.026	12	453	420	431
S7V0W9	0.073	33	452	420	452
Q60754	0.004	2	518	421	422
Q8KNP3	0.021	10	484	412	421
P0C1C7	0.064	29	450	421	444
E3TMG8	0.018	41	2295	421	461
C0MHL9	0.028	65	2295	421	461
P63252	0.014	6	427	422	427
Q805F6	0.052	25	483	422	446
B3TZF1	0.081	74	908	422	453
P15208	0.006	8	1372	423	430
P33334	0.048	117	2413	367	434
Q12499	0.025	13	511	423	435
P20901	0.048	21	436	43	48
Q93SQ1	0.066	30	453	414	432
O60934	0.017	13	754	424	436
Q12250	0.076	34	445	409	442
Q5XIC6	0.09	41	456	1	5
Q96RD7	0.04	17	426	410	426
A0A0E3VZU8	0.036	20	552	413	432
Q55415	0.03	17	564	425	441
P60066	0.047	21	445	421	441
P34909	0.085	50	587	420	469
Q7YRZ8	0.051	25	491	424	440
O15061	0.006	9	1565	426	434
P40682	0.066	31	468	425	455
Q9BVL2	0.083	50	599	360	387
Q2UWK0	0.013	6	464	427	432
Q07794	0.034	15	436	419	433
Q06787	0.043	27	632	427	438
P39656	0.057	26	456	427	452
Q8NFJ9	0.071	42	593	428	469
O43493	0.014	6	437	429	434
P01730	0.048	22	458	429	450
F5BWY6	0.004	13	3029	430	442
P13208	0.039	21	543	430	450
D0VWR7	0.053	24	451	428	451
Q15904	0.068	32	470	427	458
A0A022MRT4	0.034	15	436	422	436
Q383X0	0.016	7	437	431	437
C5DRQ1	0.024	11	454	429	439
Q9BZI7	0.033	16	483	431	446
O89053	0.069	32	461	430	461
C4R150	0.184	112	609	431	478
Q13362	0.01	5	524	432	436
A5D4Z9	0.036	16	448	430	445
O32081	0.036	16	445	430	445
Q2R2Z3	0.032	15	471	432	446
A9YTT0	0.039	23	585	432	454
P94337	0.023	10	442	433	442
Q7Z434	0.056	30	540	433	446
Q9Z272	0.07	54	770	429	482
P40357	0.198	129	651	433	499
Q6ZNE5	0.02	10	492	434	443
Q9VB22	0.021	14	658	434	447
P03213	0.059	36	613	275	287
Q9BUB5	0.037	17	465	434	450
Q15678	0.017	20	1187	434	453
Q65KZ6	0.036	21	585	434	454
Q9Y6W5	0.044	22	498	434	455
P22082	0.105	178	1703	434	508
Q40409	0.011	5	440	436	440
P29056	0.146	87	596	20	25
P19321	0.042	54	1276	436	437
Q8CGF7	0.026	29	1100	435	463
O60784	0.053	26	492	437	462
Q9P2I0	0.041	32	782	438	442
Q15276	0.165	142	862	438	445
P07265	0.015	9	584	438	446
P38158	0.015	9	584	438	446
P01871	0.049	22	453	432	453
P97756	0.051	26	505	438	463
Q8AZK7	0.016	8	506	439	446
Q3KSR9	0.046	28	613	434	453
P09193	0.048	22	460	439	460
P10898	0.05	23	461	439	461
Q5JT35	0.056	43	763	433	475
A0A0H3LGM9	0.023	12	530	433	444
P48050	0.013	6	445	440	445
P11883	0.02	9	453	440	448
Q9Y6G9	0.029	15	523	440	454
B6KJB6	0.03	16	542	440	455
Q9H1K0	0.006	5	784	441	445
P19440	0.04	23	569	416	428
P30838	0.038	17	453	437	453
Q9QZL0	0.043	21	486	441	461
P10844	0.04	52	1291	442	446
O00187	0.013	9	686	436	444
Q12186	0.017	8	476	442	449
Q8E589	0.016	15	932	437	451
Q71U36	0.022	10	451	442	451
Q58256	0.022	12	553	442	453
P35936	0.034	19	553	436	454
P81947	0.018	8	451	440	444
P39875	0.01	7	702	443	449
B0VPT6	0.022	10	454	441	450
P52616	0.097	49	506	443	457
Q04437	0.056	35	629	442	462
Q3Y416	0.044	24	541	443	466
P68363	0.018	8	451	444	451
C1KG39	0.02	11	543	444	454
W0TA43	0.08	57	712	444	500
O35274	0.067	55	817	425	430
Q8DIF8	0.052	24	461	438	461
Q13098	0.081	40	491	430	469
P03349	0.02	10	502	446	455
P54198	0.021	21	1017	446	466
Q9Y6X8	0.06	50	837	446	474
C0MNC6	0.067	32	478	446	477
Q07912	0.042	44	1038	446	489
P68369	0.011	5	451	447	451
P11940	0.028	18	636	447	464
Q9Y572	0.056	29	518	447	475
A0A1I9WAH6	0.013	29	2181	448	476
O93707	0.021	10	470	446	455
A0A1X9QNY3	0.067	36	539	449	484
Q9JJP9	0.015	9	582	450	458
Q5ZVV0	0.055	26	475	450	475
Q8IH92	0.096	50	519	449	483
P08909	0.02	9	460	452	460
Q4KMQ1	0.015	11	711	452	462
C6UYL8	0.022	12	558	452	463
O43236	0.061	29	478	448	476
A0A2I6HDZ6	0.015	44	2859	451	474
Q72497	0.018	9	500	453	461
Q8LBP4	0.019	9	462	453	461
P06004	0.051	24	473	450	473
Q96GM5	0.099	51	515	453	503
O75398	0.019	11	565	454	464
P56778	0.04	19	473	454	472
P05099	0.081	40	493	454	493
P27705	0.012	6	504	455	460
P15381	0.022	48	2171	455	477
G0RY01	0.073	36	492	443	478
Q9W2H9	0.048	26	541	455	480
A8AWJ3	0.013	33	2507	455	487
P47083	0.051	30	593	430	459
P69732	0.06	29	486	21	32
P11225	0.006	8	1235	457	464
O75475	0.075	40	530	403	431
P22002	0.009	20	2169	457	476
P59997	0.056	65	1161	453	517
Q76VI8	0.055	27	487	458	484
P04843	0.021	13	607	451	463
P06003	0.032	15	473	458	472
O43683	0.02	22	1085	458	479
A0A380ZZA1	0.014	24	1706	458	481
Q62768	0.02	35	1735	458	492
G0RYI5	0.074	34	462	4	12
Q9BWF2	0.023	11	469	459	469
P47112	0.035	21	604	459	479
O29890	0.021	10	468	458	467
P39081	0.061	38	626	460	469
Q9U1K1	0.022	22	1020	460	481
Q80VC9	0.008	10	1252	461	470
Q5ZW60	0.027	16	598	461	476
P06782	0.07	44	633	460	503
P06701	0.02	20	978	461	480
P23246	0.103	73	707	453	525
O94966	0.008	11	1318	462	472
Q99M22	0.056	27	479	453	479
Q9UHK0	0.055	27	495	462	488
F4YH70	0.018	10	546	462	471
Q9WUU8	0.104	67	647	463	529
Q09013	0.107	67	629	463	529
Q5U2S7	0.081	43	530	461	503
Q03497	0.021	20	939	464	483
O43524	0.053	36	673	239	250
P14842	0.015	7	471	465	471
P06492	0.053	26	490	465	490
P16328	0.073	34	467	434	467
O75928	0.023	14	621	466	479
P70218	0.018	15	827	466	480
Q9YGY0	0.02	17	842	466	482
Q1H158	0.011	5	472	467	471
A0A1Z0YU84	0.015	7	472	466	472
Q02843	0.018	9	513	467	475
P40692	0.013	10	756	467	476
O00311	0.023	13	574	457	469
P26140	0.018	10	566	468	477
Q96TL7	0.045	31	693	468	486
P0C0L7	0.06	30	500	468	497
P41543	0.032	15	476	462	476
Q9UWR2	0.017	8	479	469	476
Q8K3K8	0.079	46	584	461	506
Q07346	0.052	26	500	470	495
E9AWD4	0.098	50	510	461	510
Q3T1U8	0.102	52	510	459	510
Q3MAW0	0.011	5	473	467	471
P04486	0.031	15	490	471	485
P53877	0.043	24	555	456	460
Q15003	0.072	53	741	471	496
Q9XW13	0.073	37	507	471	507
L8H6B5	0.013	6	477	472	477
Q9I0A4	0.035	28	792	472	499
P53115	0.046	69	1489	472	540
O35867	0.046	50	1095	449	498
Q8K4M9	0.009	9	950	473	481
Q9XFX3	0.026	13	504	473	485
P50250	0.013	6	479	474	479
Q9BXW6	0.008	8	950	474	481
D2DEB8	0.148	105	709	474	578
P87314	0.025	23	932	474	496
Q5MWV9	0.008	25	3082	474	498
Q43088	0.027	13	489	470	482
P37255	0.033	17	508	475	491
Q9Y5K6	0.052	33	639	475	507
P40016	0.078	41	523	452	492
O14246	0.065	33	508	476	508
Q07911	0.076	39	514	476	514
O50174	0.018	9	487	477	485
Q2SXN9	0.023	11	487	477	487
P13645	0.094	55	584	203	216
Q99271	0.008	8	985	478	485
A1U5W8	0.029	14	491	477	490
P87666	0.169	114	676	478	492
Q9XQR6	0.053	27	507	477	503
P27002	0.01	8	785	478	485
Q5SGX1	0.013	10	785	478	487
P04160	0.02	10	508	479	488
Q9WC62	0.022	11	497	479	489
O67803	0.077	40	518	479	518
Q9SP37	0.025	12	485	470	474
P06243	0.018	9	507	480	488
O95402	0.037	22	600	480	495
O55778	0.011	8	707	481	488
P47974	0.018	9	494	481	489
A7LM73	0.031	91	2964	473	509
Q99FX5	0.02	10	496	482	491
P35962	0.022	11	500	482	492
D0CA71	0.032	25	793	474	498
A6T7M3	0.036	18	502	479	496
O09496	0.046	29	632	411	416
Q77M42	0.049	25	507	482	506
P14210	0.01	7	728	483	489
Q91YE7	0.01	8	815	484	491
Q9I748	0.068	34	498	53	67
Q96SD1	0.016	11	692	485	495
Q9Y6D9	0.155	111	718	485	490
B1H241	0.04	21	530	469	489
O15151	0.012	6	490	485	490
Q8IWU9	0.012	6	490	485	490
A0QUE0	0.012	9	736	484	492
P05893	0.03	15	506	485	499
E2E2L9	0.088	76	865	485	523
Q9HK01	0.024	12	493	482	493
P07395	0.018	14	795	483	496
Q77M43	0.036	19	525	486	504
G7VCG0	0.02	10	491	482	491
P50097	0.02	10	503	485	494
O01820	0.031	23	739	487	500
P16009	0.16	92	575	484	575
Q9DC40	0.011	9	840	488	496
Q0D2I5	0.018	10	559	488	492
A0A081YAY7	0.02	10	498	485	494
P18010	0.112	71	633	488	511
G5CZI2	0.01	5	498	485	489
P9WGV3	0.038	19	495	477	495
F1RAX4	0.058	39	670	489	497
Q9Y4R8	0.012	10	837	489	498
P24394	0.013	11	825	489	499
P17181	0.034	19	557	489	507
Q14247	0.002	1	550	490	490
Q7L804	0.109	56	512	448	503
D0VWR1	0.057	29	505	476	504
Q8DIQ1	0.063	32	510	474	505
P0AAB4	0.044	22	497	471	492
P0AAB5	0.048	24	497	469	492
Q9BPU6	0.009	5	564	488	492
Q14194	0.009	5	572	492	496
Q93YB2	0.024	12	503	492	503
F1Q4W7	0.03	44	1454	488	531
Q9I6N5	0.026	13	496	484	496
B6VNN7	0.08	43	538	495	537
P56817	0.014	7	501	495	501
P06725	0.016	9	561	495	503
Q8IG84	0.091	62	678	495	556
Q9H816	0.03	16	532	495	510
Q6PDM1	0.107	66	616	495	521
Q14055	0.048	33	689	496	496
Q8VWZ1	0.022	11	503	492	502
Q9YXL6	0.013	10	757	496	505
P12473	0.057	44	776	250	255
O08773	0.064	35	544	496	530
O43242	0.082	44	534	467	505
Q56R04	0.012	6	504	496	501
Q16620	0.028	23	822	497	519
O43566	0.064	36	566	497	532
Q9ZFM2	0.016	8	504	496	503
P06436	0.009	8	903	498	505
C0P9J6	0.016	8	505	498	505
Q9CW46	0.02	15	748	498	505
Q9H0W5	0.024	13	538	498	510
Q6W2J9	0.021	36	1755	498	514
P03355	0.024	42	1738	479	520
P03332	0.071	38	538	490	527
Q9WY64	0.068	36	532	497	532
Q7TG18	0.014	40	2893	498	537
Q45087	0.012	6	514	500	505
Q39204	0.08	50	623	452	466
P17629	0.065	49	752	334	341
Q6R3M4	0.074	53	717	501	526
P10484	0.044	23	520	488	510
P51787	0.195	132	676	359	396
A0R052	0.073	40	546	18	23
P03522	0.014	7	511	502	508
Q01668	0.004	9	2161	502	510
A0A140NG21	0.038	20	520	500	519
O13985	0.02	10	512	503	512
P07359	0.06	39	652	289	300
P29477	0.035	40	1144	77	100
Q77YH0	0.063	44	701	503	526
P46013	0.01	33	3256	503	535
Q4KTQ7	0.014	7	511	504	510
Q79V60	0.06	31	518	488	518
Q8B3M2	0.025	71	2893	499	534
P05846	0.088	49	555	505	553
Q16555	0.031	18	572	490	507
Q168G2	0.01	5	510	506	510
Q8TEK3	0.057	88	1537	507	546
A0A2H4K974	0.073	63	859	508	521
Q57160	0.033	17	520	502	518
Q9ZHF6	0.02	27	1367	495	499
P14738	0.076	77	1018	508	549
G0S381	0.092	51	557	507	557
Q2N0S5	0.045	39	860	509	516
P14907	0.007	6	823	510	515
Q1A234	0.055	47	855	508	528
Q02385	0.007	9	1376	510	518
Q72502	0.027	23	854	510	532
Q9WZH5	0.014	7	515	509	515
W6ICH7	0.014	12	856	511	517
O75362	0.028	29	1048	482	488
P03375	0.062	53	856	512	521
P03524	0.025	13	524	512	524
Q8JJY9	0.025	13	524	512	524
Q9C0D0	0.119	69	580	512	580
E1BN34	0.064	43	667	502	544
Q96LW4	0.037	21	560	514	525
P19634	0.123	100	815	514	545
Q9VDR7	0.086	71	829	514	584
P53628	0.097	55	566	512	566
Q9ULK5	0.013	7	521	515	521
F9VN45	0.015	8	521	514	521
Q6ZZ87	0.015	34	2332	515	548
P03420	0.446	256	574	26	107
P37657	0.025	13	523	505	517
P03311	0.016	38	2327	440	448
P15072	0.008	18	2327	517	521
P00526	0.015	8	526	517	524
Q5FWF4	0.021	23	1079	517	528
Q14050	0.051	35	684	517	551
P10930	0.019	10	527	518	527
Q8TAQ2	0.108	131	1214	518	545
G1SMZ5	0.026	36	1362	518	546
P04150	0.062	48	777	519	557
Q5LMH0	0.067	37	552	516	552
Q69Z98	0.011	8	735	520	527
Q9XYU1	0.031	25	819	501	507
I6TXQ1	0.104	64	618	520	552
Q9Y6A5	0.128	107	838	522	533
O08785	0.054	46	855	515	560
P04844	0.078	49	631	522	570
Q7N647	0.021	11	533	523	533
Q87RG9	0.03	16	529	514	529
Q9UNA4	0.093	69	740	524	555
O25118	0.063	36	567	524	559
Q9SE97	0.011	12	1051	525	536
Q9BZL6	0.01	9	878	526	534
Q9Y253	0.02	14	713	526	539
O43353	0.026	14	540	526	539
Q99814	0.02	17	870	526	542
Q8WVS4	0.027	29	1066	526	554
B8XCN0	0.167	113	676	513	541
A0A068J419	0.067	45	676	527	538
P06241	0.054	29	537	230	248
Q32UW5	0.012	11	910	528	538
P37107	0.028	16	564	528	543
Q9Y0H4	0.026	25	949	528	552
P09619	0.049	54	1106	528	558
G0S9I7	0.045	35	785	528	562
Q5T6S3	0.059	34	580	529	553
A0A0E3XK95	0.067	45	676	526	537
O92972	0.004	11	3010	530	540
O16810	0.028	26	924	519	544
P29317	0.034	33	976	530	562
P10928	0.095	57	602	523	579
Q03824	0.013	9	705	532	540
Q96BD5	0.024	16	680	528	543
Q99IB8	0.009	27	3033	532	542
P06180	0.036	21	590	532	546
Q13546	0.027	18	671	532	549
K9LG83	0.062	41	664	19	27
O50443	0.024	13	543	531	543
P35672	0.059	33	562	530	562
A0A6H1VEB8	0.064	45	706	533	544
Q16643	0.023	15	649	534	548
Q9VVI3	0.015	15	1007	535	549
P14349	0.025	16	648	535	550
Q12098	0.071	53	748	535	587
Q9BYP7	0.006	11	1800	537	547
P35240	0.087	52	595	537	564
Q24564	0.041	26	635	536	544
Q6PPF3	0.02	11	548	538	548
A0ZW41	0.068	39	574	523	561
Q9NY61	0.016	9	560	539	547
Q9NPI6	0.076	44	582	539	582
P07199	0.092	55	599	2	10
P12487	0.061	52	853	537	588
P04003	0.087	52	597	540	591
Q9VCR6	0.054	33	608	542	546
P24306	0.015	9	604	543	551
A0A2H4PMI3	0.013	7	549	543	549
Q43125	0.01	7	681	544	550
Q8N6L0	0.034	19	562	544	562
Q13042	0.037	23	620	544	566
P13010	0.157	115	732	269	307
P43250	0.033	19	576	536	554
P21709	0.031	30	976	542	571
Q8BYR2	0.07	79	1129	546	564
P43554	0.039	24	623	546	569
Q00684	0.009	5	551	547	551
Q61006	0.01	9	868	547	555
Q03173	0.015	12	802	547	558
P12956	0.131	80	609	280	314
P38110	0.003	9	2787	549	557
Q04641	0.032	18	566	549	566
Q8G9G1	0.016	12	733	550	561
P04580	0.058	50	855	545	580
P49281	0.018	10	568	551	560
O15226	0.067	46	690	551	596
P02461	0.055	81	1466	552	556
G0SBQ3	0.133	90	678	546	557
O91464	0.049	120	2432	183	193
O75807	0.024	16	674	553	568
A0A2K5IAM2	0.013	9	685	554	562
Q9YP39	0.042	36	864	554	589
P27588	0.014	10	695	555	564
O25336	0.009	6	656	556	561
Q05754	0.015	9	620	556	564
Q7Z6E9	0.007	13	1792	556	568
P11141	0.029	19	657	547	565
Q8CHT0	0.018	10	562	553	562
P28481	0.025	37	1487	557	564
Q64237	0.014	9	622	557	565
Q96J92	0.013	16	1243	557	566
O78756	0.107	65	606	542	606
P03921	0.104	63	607	545	607
P03920	0.081	49	606	557	605
Q8AZM0	0.005	5	1069	559	563
